id	untrt_N61311	untrt_N052611	untrt_N080611	untrt_N061011	trt_N61311	trt_N052611	trt_N080611	trt_N061011
EID3	10.9314890909398	63.5759450589163	20.0814189506192	29.3974760379888	36.536096981827	59.5877467756211	26.2495387736437	32.0067415818445
OXCT2P1	16.8953025611153	15.8907163383987	23.4227137138764	33.7577318004642	26.259116699345	19.8643590182906	33.3455953788944	53.3516966999345
AC019131.2	6.94780858231791	18.4681628786356	53.768917748518	15.204504665214	10.2836419754524	35.0885493736608	58.1279612540525	12.7738440208695
AC138894.1	23.3592448425983	2.2190638438471	9.25124158026987	4.0719287415289	19.6663887277476	20.0828011183569	6.92775229661482	36.8859834305446
DGCR11	55.6798904556407	46.7745630568684	26.7281047451859	33.7900276692024	50.2201749236743	48.9246990430917	39.0332379666697	29.9023496370844
MVK	174.10029989759	113.348150233618	77.2918444309519	84.3258839264454	84.1604650139012	83.1384565357185	48.3872769204086	73.5844146721975
CCDC173	21.2847353934866	21.9251539780359	10.2350446831049	12.0836212778502	44.2046525453922	8.02865727267404	58.2949633675972	17.4471099334383
RABIF	161.087787987395	155.319183321233	149.4664712628	163.530299368185	172.336793613682	215.59809470131	177.434140391505	169.830464859708
DNAH11	17.0703464801122	34.4404950191326	18.8236371507837	26.8287985843879	14.7939677675519	14.4510133112473	35.7426849941405	47.3526888668469
SAMD3	17.1441180649509	17.7822294191287	24.2619190440713	28.7340166279615	7.08527894635049	13.1840543277721	4.95801818414473	6.83987369300576
AC090152.1	45.9432673460807	50.2729022110428	33.6122590832276	70.6919500834489	39.9904536754937	30.04536966006	52.0596921423682	36.750938596519
AC068946.1	42.64667227476	19.9607222550866	34.0920014812058	14.1416316169986	67.567355225528	28.97957653671	17.6952211584946	24.5108276855373
MAD2L1	53.1423543019234	84.066198955349	67.4485006157958	52.7378252918756	74.3725224731734	54.1216447222091	54.8256495427598	81.6490649413208
FAM49B	228.602469011629	206.64883428084	205.122920564099	202.657577232401	212.327325880861	211.845408555502	274.145316275806	227.081215882635
LINC01204	5.21712283615126	24.3948364224814	13.5173592610469	14.4712816791297	25.6285365698325	21.9847518319148	15.5163858546618	3.50297746283893
AZIN2	68.355615826938	33.577938924088	70.1387223176305	35.0345277809935	38.650626087349	43.7512140325864	82.7692890855658	32.4405349304331
AC026471.1	60.6668056875175	82.6286433926482	50.905946353463	98.1540016919176	51.3529147401519	48.9406783484676	68.852373200287	55.5600553605795
IL27RA	19.8904623290092	52.5841472350209	60.0887416131858	44.7131803751241	10.2706827548832	53.5278567022133	52.5260266902127	30.9845409906383
TXNL4B	223.107614456283	149.432765170015	144.304610674071	137.698683589416	166.865538115964	153.62590271287	156.483896077736	160.446174180381
RPL36A-HNRNPH2	32.497811451107	29.4609216214325	36.1573602721521	53.7879464251433	2.33043595010903	36.4166327332906	45.8309930221634	0
NSMCE1	626.61402323364	560.340714086343	599.617211224905	606.379771535868	726.552280776848	598.426058942878	605.351650438938	614.793107619164
GAS1RR	34.8160684287317	76.739213297252	35.025047454203	57.8277034279382	43.3587371526871	44.3642942617208	43.305027815087	35.2733030797747
ANO7	4.80642906929086	16.816083528735	26.8052638889434	24.6373672489796	8.27627154254288	16.6960394676601	31.535029856918	8.93247364635168
AC108448.3	60.6581363504997	37.5742640429586	50.9308382026114	37.069001816992	26.2495132575199	18.3494018090768	39.7459694303123	32.045123055418
HTRA4	19.8845726954569	21.7203017668703	11.6957633605409	20.7075486185471	12.5555008750947	33.633347353344	11.3546964177598	35.2383225426283
SCAMP1-AS1	46.285669527056	69.3640523334389	45.3672328816215	61.6982886062882	47.3130621918376	81.9081213481925	35.5846544756762	59.5508588221332
MRPL2	217.448682215636	185.898765230588	228.049028893179	226.7763638423	217.586339450819	210.447954088462	214.169747871573	252.027492347606
SLC47A1	40.8223194356892	55.731720839178	29.113223361886	19.2241826541062	35.5415901713595	24.9057932871795	12.1678357420298	23.3643414258454
AC023043.1	35.6696292385719	48.0618355794809	57.4277817175397	58.4620084597136	46.8861120285477	41.1138144072244	46.74135921483	59.4472216602047
WSCD1	21.6066750093187	2.94868507030568	5.30612825598134	17.8901155916228	12.9107613857178	4.88222290964752	17.078425959793	43.242116966545
ELOVL3	24.8415051614238	26.7776470204293	44.3634857870396	10.8853319501108	47.957145729198	24.442750956443	48.2387157494017	24.5332492977778
AC090825.1	29.5672630506685	12.8068875301366	45.1046538604818	13.7172336661322	67.1901213439369	12.9154626191126	28.2901645546032	13.4729563550464
SLC2A8	151.999504073068	120.558030633858	125.792698398792	132.477216689093	142.075289237972	130.40812168626	130.069179908548	165.678773987127
LINC00987	34.8170695818569	31.7429257668757	0	11.9973031383675	21.6930472260052	4.58907778527573	2.13006537203385	6.41138941440739
FGF7P3	29.3277554196458	22.4234766678999	16.4460818829531	11.6873278533658	32.6619814445593	49.1925773987239	15.225755524246	32.7152670911006
BTF3L4P2	55.0252204686217	110.016930331098	79.1099878601631	73.0752980301716	65.0464272650907	72.7369539606194	60.8167284426769	81.3120494698241
CLDN4	15.250950237166	15.1286252473063	26.1939775225929	33.9071171296753	12.1122678499173	20.4492060639314	26.8786099597761	33.8233129024142
MRPS22	421.408766061464	464.087854936178	457.180801840332	395.581091137413	456.141157520536	445.678343370983	451.382111018226	443.167218997891
MRPL44	346.913255837337	356.097580870323	340.255740966188	307.205562733298	353.885375374812	382.095033791797	337.754264553005	356.512170888277
TTC41P	26.4435966878964	4.33250048016958	9.18201115186962	4.87803080561608	23.5060454032761	7.24404886038103	16.2816257979392	24.5870534107297
SERP2	147.486710251469	121.358663194722	125.785857228591	111.073782134564	154.613477347793	131.398579181913	115.146114391832	118.151624404018
AL353622.1	33.8010555508668	31.752561756149	20.8910359190738	28.331748441146	11.4146941242399	15.2863142822976	8.5155574082932	12.8119676579076
AC009404.1	32.4908972476431	48.7339915513684	49.5480757276993	35.4771149035344	45.2945663495022	12.5990566164349	42.6177055988432	14.880091570649
AL359764.1	14.7795393483206	7.51510051397741	31.0202017624459	36.576796002839	8.09535648755809	20.0378482276585	26.1930035916252	27.7659502024969
SNAI3-AS1	40.8356654172357	41.3599318216282	29.6964768665804	57.1014407140002	22.8648209033803	37.3416464641579	25.1221303750153	15.1516951868495
ARHGDIB	7.66629436859064	19.8618042622146	14.212820905184	22.919174933754	16.7425000236273	32.9298376756857	61.2053995141912	30.4448214261934
AJ239328.1	11.9374106775755	5.83817257739397	0.833816666132884	5.45590918870486	20.5378124846413	27.5378536408924	0.709937560183967	18.1724728384298
AL159978.1	15.9107746434427	17.5332182392921	24.2107113707048	29.4389147115948	28.5315562848836	32.1125981226149	69.5567631000625	42.7291085220254
SNX29P2	30.8383399555517	26.68871497777	44.1921409236004	29.4619693665377	17.1148331055519	21.4183564012867	37.6267147130289	16.0345637445339
C1orf167	7.16224218474696	29.1881331500884	4.82190774938154	14.3430169599291	26.8961231369131	45.331414367645	12.7224346213936	6.04068081910864
DGKB	3.69996248048116	18.5354547158445	20.5214850242644	26.9055324828391	3.39435597185489	3.41421731715086	2.64041711080833	25.0417984849125
CEND1	39.1824022771424	35.9563963168063	44.952512340341	40.9858111653551	60.7590696726192	28.7530718112494	83.0002341107784	25.8168934262515
FOXC2	31.4705151533265	49.4431109916313	36.8828200217853	29.2834504835367	41.9455560721756	53.0763829807639	56.7261786624842	45.9217154252626
RNA5-8SN2	667.338840920434	22.0816260124757	37.7400078551809	37.2354388524456	95.6337816970314	39.8210466772332	47.8107649559531	53.4218109488493
AL662844.4	28.8402875826652	38.398231032375	35.8900896149267	49.0722098171093	20.5417793267326	29.0568422970986	19.1645036349266	42.7347971727679
ZBED8	95.2047660943784	75.3494495415881	47.9704490212685	84.3078909719373	77.6147670260337	91.5325258900522	62.1185606693855	84.3045842298471
AC060766.4	9.89816206111153	34.6480764737617	17.784333518358	11.8910448046785	36.6015690863668	36.5117381118055	24.0680553342015	32.8649635959538
HLA-L	128.048282944917	227.892908062906	95.0241127366839	129.75660337902	144.220891910999	206.878643201783	134.41466973075	137.690737697267
MSH5	108.37289397021	83.6278738185625	87.3363656075526	124.849261005894	99.9858397673197	77.3741292685823	80.2450225963948	77.4176886066874
MYOZ2	0.994424657720274	14.1935054666812	0.834848548127691	5.45166552496344	9.13009050854509	67.283646388048	13.4855063207334	27.7739868651129
BLOC1S4	186.856324409248	159.707959381489	163.080223875133	173.172661662324	179.238125079293	154.345725643498	170.284144839276	177.153241270002
WFDC3	18.8523370736134	24.7314405065581	1.16755427187371	2.14917688319259	15.5693264989484	11.3184968666897	2.70106801915083	15.0869254267464
LINC00526	38.7701576553625	32.5922113246977	23.4013479572157	38.1354225838857	46.8015456732223	16.8140360894384	21.9978909281499	24.5542861907381
AC115618.3	35.5233997966108	32.2712841746119	24.7298948937982	26.9353569030407	50.3112134549109	54.66127032008	48.8104834603484	31.7260663722913
AC073111.5	136.76297469997	160.939204951695	125.204533829644	150.196948362494	152.634874589147	152.889221386751	117.070535246685	146.510129823662
AC090114.3	22.8246195462815	59.6301951746389	54.6390160770342	31.4842588497838	26.2832463764469	39.6574750755238	40.4012504487673	28.7324293529846
PAIP2B	16.9129541332868	16.6757851198504	20.0050325732173	14.1882952724498	36.509355210848	45.9020537100287	26.979381846302	52.3890959213611
BTBD11	27.5746761067325	8.48080731306046	12.0897360946972	24.5881775677223	53.796442530405	14.5111594396375	21.1299390231679	5.35590372657145
ZNF696	101.488349980492	86.9669336992335	85.3816396622388	109.177953885016	102.846123758701	57.5973526945524	98.6361045040137	88.0685326592378
GON7	77.4796531813519	79.5740399227599	69.5541333643096	62.0020352800878	85.6563965002444	85.5132058713675	56.0293302093607	91.6747226343668
CHN2	20.8177662139462	18.6159742883636	3.58170408469007	4.72081409632273	27.7172073734052	7.09195164966661	6.60542379367503	24.5807058405853
SLC35G1	175.542397877197	245.649404459964	180.964160510984	190.660964525782	159.274459299907	239.336384810689	191.636321261219	181.112270338097
RBFADN	37.1760706554611	23.1083384164802	47.6194544120295	26.332802357014	47.4804144308603	28.8721743444869	37.6375167181887	23.6216157537603
ELL3	47.3933977478944	24.7890364265344	20.4461540832651	42.2637271255361	29.6884007133795	15.7553052024192	16.6079535084087	28.3545813345408
SLC2A1-AS1	21.9463720989297	48.515036316447	36.0838066863097	35.8752207348653	16.7425007017256	38.0342508200086	34.4870146759553	21.125358053703
NLRC3	33.6157170729453	49.7835726544728	40.2320951665233	23.5593984001287	20.9266939148192	57.9658989491617	26.9531358392568	23.740096056547
STX17	294.34819239844	369.684066510797	375.683681876715	373.874645734836	303.45807460149	372.408705836074	472.724912017897	359.603689432657
TOE1	99.472039397292	97.9925534524562	109.045428161404	97.8741874763221	108.487111674673	83.8171927906623	92.412235257171	82.4049737190629
ZNF597	80.5818170433359	75.0504468503767	92.5367719028376	69.8436553154022	52.4836748971275	81.0892073887551	85.9055491674427	60.9374467689796
AC009779.2	122.230686097735	157.279049888549	117.989019679683	126.293087897948	110.751962201188	126.810658194218	94.3547518508528	84.2801611526001
AC073264.3	2.02572116537109	2.26799630317019	34.4166484737221	2.96134925911541	15.1196416017098	39.2539066686901	67.7008019345014	0
CCDC183-AS1	33.8080028981478	61.7965839973401	45.0929310329518	32.7049256047431	21.6849919717137	38.2258246013998	22.7113214043934	27.7701636416064
SCN1A	32.165324994381	29.8600902659824	17.7971669390325	29.402708666289	15.3670175753333	25.4366326319495	132.191722211806	59.6450502164435
CYP7B1	32.3791687323484	5.86652784712009	5.33998262366483	7.83949733865686	21.8908234673324	9.7743757834379	18.1486408907375	30.2557196382533
HCG27	5.94719809858317	22.1384530081733	12.9912137904708	24.108682480175	5.12318053116944	20.8177382228676	5.39031456731133	14.3682618272425
AC114811.2	79.5875961335273	84.2213599127201	143.386513663573	120.045785086159	116.3762495061	108.63001407594	123.534248202746	111.185761014305
SEPT3	50.9919868827871	20.117197164439	14.898011557602	14.6211706751459	25.4819461603493	4.09994402805761	9.5129270259547	3.52883575641468
ARHGAP4	15.0839045824553	34.9232628149001	25.4679883752341	35.8681062237798	11.4777429893962	18.9092033986848	33.3812932880779	28.1456669274893
SNX32	52.4858735241962	48.5359658106657	63.178773242129	61.0830779868046	33.2866067000574	55.7661112367865	63.6083734693404	33.2302080452631
S100A1	16.1850079336554	36.3854049248588	21.7774232389295	35.1796066086881	37.7867857544445	71.4452222075464	14.2055402818842	32.1216115168384
CLYBL	15.8209788921326	28.6055094424209	32.1195539080771	25.1682268862635	23.8297363882889	48.2494616500414	39.8304329048884	43.81710827296
LINC-PINT	22.8879667288742	11.5103126604127	10.5863279669612	25.3032317861009	10.08025049921	15.2084834888673	63.60799458243	45.0269696952511
AC019080.1	33.4000176044843	55.5917459944823	47.9048677713321	57.6897870434907	39.4487001612495	50.2416921523407	33.5779020263839	56.4507442044437
TBC1D10C	32.8303239671722	24.2953670894442	15.7117789481234	14.9219669054848	10.9531814616014	33.0273381017035	31.397286415901	13.0671487241286
FBXL14	128.409074317568	132.862300676653	89.7739062884837	122.496029206255	121.533951733182	116.058575800997	111.947032383544	131.598989409026
CLEC2D	80.0911260271471	118.05652473755	112.086560781371	137.696466502899	102.080467031608	222.717236579603	115.422590589618	113.645116255733
DGAT2	15.6833187471733	9.35386939066858	48.6814927843721	33.0448219649638	20.4904069553985	11.280857965537	26.8720998994534	22.4450091942142
ZNF14	78.5670841045442	109.342630497863	103.487256960082	83.9729770983095	59.3418429423594	91.7616785802317	93.6948787656167	81.2003876978582
C22orf15	19.4785088706083	35.5348335876583	7.72612812291357	30.0524509571564	9.11849406039301	31.6777175428963	13.3276695214501	12.503967014715
CAMTA1	281.006778349941	254.356763549054	272.008726987058	287.953250916148	285.462624151487	281.038796663108	302.875235401034	262.857884745763
AC135050.6	51.5330721286401	31.9488996008874	41.5882228588885	35.7082973258962	60.2916340523562	52.3605940194272	48.9046254663405	57.5309941763829
TMCC3	33.4694861927373	10.4635245838509	16.8267048246367	12.1634153957954	28.0946708996439	26.6445050006459	5.93460732972842	23.2987752975762
RFC3	69.1656911671703	83.2445570881174	65.1315104027566	82.1638719640813	63.4269900555582	74.5393207670209	64.3535338511295	82.6222453708409
PPP1R15B	637.677763172267	596.269633572808	587.774274037337	617.652886944904	599.006467978196	598.208661120778	593.52110074773	651.04328484404
PMEL	32.0871117573848	25.1681452051135	2.78719751998326	16.7768655422854	26.5469947264796	11.4242481607406	13.0038456191712	28.9184574408896
CTAGE8	26.8493901209551	54.2697352235596	24.2108411941561	22.8968564548195	38.802956552329	94.8084330440144	32.6490581525704	19.2280412253167
ZNF572	44.756513253727	50.0703555685548	37.5469300356648	57.8082282831289	29.6695635883664	21.4129611632343	29.1035695274416	28.8513402584901
DUOX1	24.2241566044546	21.4732073533676	14.8155995944635	31.4890308698112	17.3173564554449	13.9236780663793	53.8227928015043	30.7174834542343
AC124068.1	29.7440358339514	27.7809547013678	26.9736649987756	43.3532831939345	36.5854249178692	77.7119571573459	36.8383739966337	68.0053717973905
C17orf53	28.4225967281557	20.4038792544312	12.2410430774863	42.478137461612	34.1414311858766	19.7176100836956	17.2331837126764	33.1254089814963
CHCHD4	93.9700610805882	115.371931577585	143.887898007071	128.001266610523	91.7416669092374	99.9699424693163	99.6340650774359	101.624516492691
AC012467.2	95.4643479379235	86.8319783254793	96.0090251266929	107.941957799795	102.713814851687	96.3374074743799	80.9127968195965	84.3894826056635
RANBP17	17.4608186659578	8.11014085267391	6.8186020097973	23.9899347764873	7.67506309658057	16.4378358098329	16.4913601003947	33.0354088770345
AL139020.1	7.95572795666272	25.879110722656	34.2239238611813	34.8937794764561	11.4123010847188	18.3510604717582	24.842422862756	21.3663027942772
LRAT	16.2226922477153	16.6918531689215	6.16894148866297	75.1684805307683	9.87909377435821	4.07095392956106	3.1937292092266	45.8930664517134
ZDHHC11	23.3171458097078	35.8773735365139	41.2557898684207	22.417871193437	61.170762863016	22.5230848357266	32.7811853651604	28.9201975391121
LIPE	30.6797577330153	45.0597661132511	28.9253638361752	16.6759540244478	43.8471503749445	16.0120097745654	36.4180646763475	39.1022372056214
NTNG2	57.6889904043295	65.7437595878914	69.867347806004	70.8110212135679	62.0717254428184	86.973320266876	51.2391113565013	91.8597575732289
AC023824.6	41.7837007419067	85.0539602109457	75.8601476203535	60.0235509491638	50.2013506613519	65.7904369869279	64.6072149148989	68.4226735048403
U91328.1	133.292022562195	115.118430484229	102.583312014525	99.2830093257008	109.539911822191	131.558305855843	91.5777229014452	102.607675618943
TRMT10B	150.260584296241	165.106501593444	170.874553211889	217.288938026432	180.935877208264	167.108140038535	188.27975882366	176.032572712437
RFC4	143.497368472433	111.182753343479	106.497987331505	105.426188724349	133.416153818358	110.834755936514	74.9086274658939	96.0852688757785
RELL2	42.3400040659504	40.0285427265354	60.2277082027124	37.2309338956659	68.7043631427224	20.24226283114	39.7369541371531	26.7176002329842
ZC3H12B	93.4693837827342	105.15336183789	97.2414245513373	96.9012006353029	76.7266125031887	84.8570146360346	83.9646941787556	56.6424842736278
ANKRD65	31.1396951167247	28.0177757332652	16.0877537808588	28.1576224404873	54.9030426266917	24.2746128995331	9.08173130140379	42.9375541173388
METTL6	233.725517671647	270.932966895748	230.992597582284	232.349607934448	221.470180463789	207.490909021076	237.283187029719	249.890740907973
AKAP3	38.0227209748929	29.9807875627729	23.1238784958077	11.3207748770667	32.6856536819917	23.8428779904406	16.8897735515807	6.82512144143618
AC244033.2	24.07796858212	34.0797970241002	23.1425113669353	61.1971320857266	17.437786129456	9.42408037280256	27.5176925697358	13.9904538003718
ZC3HAV1L	106.360613727994	91.1131898990365	115.367824986891	112.207169044706	122.147239866361	91.7032368143394	227.062254723129	114.212780669366
SYN1	14.9802562791883	27.4538682834318	6.13226244475912	8.01536642289189	30.4344020377479	20.2018940885445	16.117197237754	24.6451990833143
DUSP16	598.920652119141	588.115142535152	587.363396302328	621.729509262075	520.051158085892	597.876401611688	416.642569756786	592.916318858932
SMG1P7	53.5352299874106	48.67671906317	64.4835449716609	54.2798532916962	55.1251078791527	18.7236037371533	20.9691761351427	39.3604195546985
ROCK1P1	2.82572366026817	27.7032074904637	10.501614642901	29.9303165427422	4.0540234462216	14.4967046311943	0.504217521368435	12.1412763447547
FAAH	25.0238242573307	15.3129331373978	18.6594979268995	42.111946669135	34.4049795209301	28.2950812901217	20.5938438855341	38.6838275329924
UTS2B	33.4737672876574	51.7751888229737	45.6909285495537	45.3176800690787	23.241423380672	59.4546952693213	54.9768431232595	43.7408624357868
ZNF304	294.208639964118	315.528155822777	292.103720211997	312.826318611838	280.728882157991	278.714592723682	270.675798926032	278.466010036212
AHCTF1P1	14.9255929854534	4.16921110048316	0	1.0916137728734	42.2189983112362	16.8335734666662	3.55046095224101	18.179139021619
ZNF442	31.236554348294	46.9665560878437	14.3330731016297	22.4751589356629	21.3242642244743	13.726804367038	10.615892519362	24.4379846332973
AC040160.1	30.827909054826	35.0638165363745	48.4172149929122	52.3387086537441	20.5423772561465	24.4675360169379	16.3248278664246	29.9118283787682
LINC00674	56.4847003647489	62.4917125086886	48.943982516155	40.7589455546158	25.9689458067018	72.5587312048042	43.3500467452049	43.5860959819668
ITGA9-AS1	52.1626223046531	53.2658157425298	65.7617818281917	51.8279626376634	28.9300754136286	27.1888458283334	48.5190444092087	37.5402761621356
WRAP53	116.133126961677	77.420110960884	96.9108060870066	89.6121454882976	105.332634664049	101.840359777617	86.1219777778904	89.5077593776913
SSPO	47.8117374080883	58.3289227457591	4.96706668483622	15.8686622185455	39.1920409522969	10.4065954371787	12.2271837921403	7.42088082051776
CDRT4	30.5026569520169	34.095980433448	32.6623820486158	26.2089021734781	3.9899361006085	15.997214281592	18.3438234478185	14.8215322116439
GLIDR	63.1476205846827	67.9677694653115	73.6547011368094	81.7751672383019	49.25583109648	62.7991740370742	45.2302148346985	58.9173887231224
SS18L1	222.144637809595	211.388506848935	216.480495362819	222.21845977598	231.734577950353	154.151706301402	175.617881279661	227.051838572922
AC005726.1	57.5936101815354	35.2683001130495	43.4589731627148	58.9361458232102	50.4529053216728	60.7907507621049	46.642422141312	41.9420422895396
TRAIP	34.6436995885175	35.904244196264	24.3432202579394	40.8522745212708	25.9798158343481	28.9224724790867	14.0693849025372	16.7731099417487
ST3GAL6	26.8930882248459	33.8039012034466	43.3962189486533	55.092297539471	11.8335774356651	30.3680276179833	26.8673774683604	42.5069701676609
ZNF582-AS1	68.6837015414663	102.251276123167	80.4754068244918	64.8440827953932	72.8584633825273	53.8720251009866	73.6270503444323	57.3478272448128
MARVELD2	11.3816874397509	25.2059226550115	37.2258077802408	16.132324111257	13.0555222596849	20.1965601984416	31.752742519104	25.0073361850668
AC000123.3	60.6826818554295	69.2212124662778	82.5439205257499	73.1113737621693	79.8685376912957	84.1449387600625	97.9723074808904	88.7267879258056
NAT1	82.4823626249127	91.1277320908542	64.431536943132	81.6117978050058	110.155810848494	84.2610978696882	75.5260541624137	67.9228102364561
ZFP69	44.9701583478942	64.4332197558942	50.3557543646068	80.1157019544004	58.1592790235071	90.9081103194997	62.1392812229039	61.9456117543964
DDX43	68.9377853513507	15.2727023759747	22.9668384301843	13.6447032493799	40.6519569116506	13.2486363478805	6.1494327726407	7.19825599148706
PPIH	186.829064662822	166.563458790415	181.895739940192	186.584155979103	198.55125648005	197.463293120104	154.505966944581	185.637483562258
AP000662.1	66.582229248335	77.6991987955298	58.3690634184139	50.9545547324588	70.9491754855398	75.0158929568975	70.5654134859036	56.7063268962995
TNFSF12-TNFSF13	0	21.7184763789601	50.9597730510969	0	0	9.16572633408525	10.6379257611295	6.40142296209777
FKBPL	96.3818089466614	80.3408524531675	71.1571407946522	81.63411791983	84.497773991094	68.7422938934981	59.58764391194	67.1954739022852
ZNF680	86.6986853499253	71.1457412123903	75.625119479934	77.8553265074018	99.3812658933517	81.2943013589177	55.9442175726693	104.629552067795
ARHGEF33	21.8225816396318	18.9852564049435	8.16193450327206	31.9754115219833	14.045661927786	34.9383107635417	8.67412703440667	19.2873309135389
GRIK1-AS1	3.05948281756551	1.52546111285612	3.22461799591092	1.89373949010022	21.2233382206401	19.7396307823996	15.7313498108161	31.3078676979071
AP000866.1	43.6756659810533	45.081237737816	27.6006583641347	66.6679266005522	24.9732529787699	33.786874790856	31.968787378429	39.4392593998145
NAF1	182.776161582654	118.617913343307	142.941407027813	158.469189629035	146.901635092078	148.774884710946	134.170211005068	151.387034713693
C18orf21	165.320460316267	180.847199232242	168.776964917664	155.633570060129	178.315523429589	179.575784270269	182.205906461164	131.582135080588
AL137782.1	143.785265341261	16.4791543792167	16.0302974033418	119.266226022249	33.6481775110962	17.9684036574805	25.7736601634094	22.2556433161969
TCF7	62.1840342897989	62.8495094800394	47.8904354799045	98.0642449219775	49.0735828258388	38.2151431164716	37.2905021614503	60.4433489646064
CXADR	28.118004032172	3.98745088647087	15.9451027865454	11.3087673475647	4.54685138284881	24.8160039353286	12.7400357406903	3.40870954369891
MIR663AHG	34.4516028967559	24.7883782406198	30.6351697426845	12.2230945397211	41.8408766148982	13.9477408634409	23.2880818942032	24.7850926197716
ATP6V1E2	40.4209930830805	66.0747792184606	61.2898794088902	62.359667268607	47.8284436686024	58.4204917277684	50.5650595490786	70.9548172810873
ZNF473	143.431403693788	123.888296630205	158.94060483994	211.633882568028	152.299818188191	135.291834086617	151.597055979465	156.69571915451
CENPK	56.1752701248241	48.4474984323743	44.8683160343171	57.2604382762353	44.2462655514184	41.1033971133162	27.2325020473139	31.0180445751504
RN7SK	45.1399392270073	11.9491746973386	33.6202891662073	1.07394884832949	2.28024198940368	3.02980931794289	11.3140429508701	9.50331177561793
TMEM251	93.3550613947712	83.7692875567532	74.7206869553527	77.9940086798989	84.004136317315	105.146502653058	68.8507614227253	90.2263750715956
TRIM61	35.7798795466904	25.9235689750259	11.7095755493077	26.1375147302135	41.1000293047944	42.7872049141775	20.5755637629883	20.2753659340223
ANKRD23	24.3190844590738	21.3295713049818	42.250538517197	27.357369124097	28.20747965641	9.94864613383709	36.8288627336022	51.4335320762403
HSPA6	19.8869482824642	20.0424679992396	17.5364783911898	31.6143776782144	3.42395880263142	4.58706585967407	3.54863037571696	3.20421509268304
TEN1-CDK3	53.6270935572687	47.7979545635935	55.0389572752231	48.0397175793997	100.857925773296	33.7621568803055	39.5484563473506	80.6374675060595
ISPD	38.4516700269803	48.2573689889756	30.8371531012641	19.4830977140055	42.7969196232137	27.314811516753	28.0479907552714	46.2371503614213
LRRC56	35.8010814298089	41.7394531695145	44.2393901680544	49.0702786079937	27.3893687667744	21.4098041957202	26.2621420020959	28.8449794637041
CIP2A	129.909098951663	128.765497274982	113.300893766742	120.436182948059	118.789752537841	99.9866368818661	101.440418648209	115.897879224409
AC092368.3	54.3747437762297	51.7515094149925	40.0731915255239	39.1326772884766	71.7913346154021	56.4344183938424	65.1522906393474	51.1259060337085
FERMT1	98.6923069839837	52.842438215237	56.4420214327743	34.5388154244632	46.1438405789107	40.9840077267365	53.241718183437	40.4146201750633
DFFB	104.774897141049	104.601314517719	84.001871575199	71.2969899971326	98.6048016576079	72.3553882680223	74.3969531720871	75.1078666452468
ZNF837	41.6402424477904	38.7735222545992	27.4918799341504	39.5463011271548	30.6981670309405	22.7657558127672	32.1662960014093	23.3216566104915
MORN2	177.784316330337	179.561062742035	169.598392954199	163.149056732444	169.640289956987	222.329267394744	185.081946734489	181.508167800971
BMS1P4	50.7006233627428	66.0155790156309	48.4703417125088	86.0814252777592	43.3763764930966	64.200966633159	56.0600322057422	58.7193952190903
LGI4	18.9490746963789	34.385798761209	43.5771630126708	32.4091659408531	13.5977349802217	17.0175329219148	31.237716799868	31.1827287176946
QTRT2	211.684143880692	170.5578093735	209.689380466678	210.834955193377	228.417129653422	200.99788153007	204.089820205381	222.662581188558
NPTX1	7.60778163706635	31.5228490820139	24.7957156597882	16.6904850383885	5.81703026555245	9.10008246961826	25.2490661544251	4.54183959276973
METTL7B	15.9447988502022	31.3292909429894	16.8733226623645	29.1118420469969	3.66452681696979	19.0773279718135	12.2648896099249	5.1236951678681
TBCCD1	181.976797405882	170.89425126182	142.254092865485	151.345567153644	150.532127231611	176.845808565985	172.500103406172	172.678709662528
LINC02256	35.5981940061374	45.8002218539552	27.7144744051955	34.903917901367	14.5888796845146	31.9856532412609	17.363582316149	20.1872977305273
ANXA9	56.6622775420145	56.8327492216158	50.1511904654853	76.2656421375036	47.9440450502164	61.1394689703171	34.0605160889566	67.2533153185414
AL671710.1	16.9037637439383	44.261545790322	31.7335888676296	19.6223619561775	38.8050811175467	21.4060770229308	30.5180468705291	14.9527632457953
EPOR	176.637994841219	132.29836607581	124.520190335321	149.208844600178	128.849724257615	111.917214463423	126.920743973015	116.908475438887
NGF-AS1	23.8662880287851	80.1506097161704	39.2373405179981	39.2523322739287	19.4013908740041	36.7003599422925	34.7785062074934	18.1600544552953
PDIK1L	79.2691711192256	70.8062278538718	48.1522582047455	80.3074581678858	66.8366657744354	68.2122999185352	45.8815746275562	63.8879797524719
LDLRAD2	28.0154841505993	43.3956094845075	16.8553029495979	43.9706402211826	36.6608740442801	34.1974017349398	23.3079697470965	32.7905218896882
SUV39H2	126.830417928702	95.8850043560012	124.363022688563	125.099291500823	119.45660253373	110.626669501149	92.7248194871776	114.627040144433
FLJ37453	32.8146767370789	20.0402910779162	25.0489470332031	40.3387896972409	38.8039242273477	38.2273536417984	19.163084412906	28.8399714401235
RHEBP2	26.8507886711637	0	0	20.644507853243	22.9584859055345	21.3969050047718	30.566414508136	0
AL513318.2	19.8837199723377	8.35501555711329	9.19087624725781	23.9749514099717	34.2432391170063	13.7583425962089	8.51577437364851	24.5580312846363
ZNF813	93.1946241510626	98.7818657342102	132.436193550469	99.2290780346139	103.353636711429	103.982902922859	121.681389905533	138.913653650151
